id,is_forced,payment_type,paid,paid_admin,paid_reason,delivery_fee,insurance_fee,level_discount,coupon_discount,no,driver_id,status,profit,distance,duration,pu_ata,pu_atd,pu_coord,pu_place,pu_place_id,pu_address,do_ata,do_coord,do_place,do_place_id,do_address,created,updated,accepted,completed,canceled,canceled_by,canceled_reason,off_course_reason,off_course_coord,currency,rating,rated,vehicle_type,vehicle_id,platform_fee,price
ffe08ce0-353e-43ad-bcd8-6f9cd8c4069b,0,qr,,,,11000,1000,0,0,M122714120194423,f7ecb360-9a1c-45ed-8e27-cfc98123eada,canceled,0,1763,251,,,POINT (102.6262841567422 17.962081909179688),LA,ChIJ2bSCxsNnJDERgsuNIwsUY9U,"Unit 8 Pangkham Road Sisaketh Village Chanthabouly, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.6178665 17.9625378),ວຽງຈັນເຊັນເຕີ້,ChIJZWIe4oBoJDERKlh8JmCDAy4,"XJ79+249, ຖະໜົນ ຄູວຽງ, ວຽງຈັນ, ປະເທດລາວ",51:04.2,51:13.3,51:06.0,,51:13.3,driver,ບໍ່ສາມາດໄປຮັບຜູ້ໂດຍສານໄດ້,,,LAK,5,,bigtuktuk,e29761f7-ba29-433a-aee1-c613ecbcd422,1000,12000
af22355a-428b-41aa-a93e-cc08fa0d2d77,0,qr,40:52.8,,,76000,1000,0,0,M224334120189269,b6934f8b-8ceb-453b-8f86-c2fc5a479560,completed,76000,11984,1712,02:55.8,02:55.8,POINT (102.65034501058508 18.047607421875),2MW2+X4P,ChIJR8k8fhldJDERCYViQhlKA-I,"2MW2+X4P, ປະເທດລາວ",40:17.8,POINT (102.61853 17.9613647),Parkson Laos,ChIJlYIieAlpJDERmGGz_3As0a4,"011 Kjouvieng Road Nongchan Village,Sisattanak, ວຽງຈັນ, ປະເທດລາວ",51:16.8,40:55.2,51:18.9,40:55.2,,,,,,LAK,5,27:26.1,bigtuktuk,02a8fde9-0828-4430-ab42-b216c3828e8f,1000,77000
ee2e4588-b41b-4a43-b9aa-617a2b1f725a,0,qr,,,,9000,1000,0,0,M107174120173373,9596cd7f-b18c-4fbe-a467-0b403eaf17e2,canceled,0,1253,179,,,POINT (102.58596723899245 17.97298169915687),XHFP+492,ChIJA0N7SldoJDERaf3K900fpiY,"XHFP+492, Vientiane, 老挝",,POINT (102.5816084 17.9724534),XHFJ+3MC,ChIJQa-qqVZoJDERqDMItX9UPDs,老挝永珍XHFJ+3MC,51:20.8,51:34.6,51:22.4,,51:34.6,driver,ຂາດການຕິດຕໍ່ກັບລູກຄ້າ,,,LAK,5,,smalltuktuk,0fda0f2e-6778-4b6a-b7b3-c2f04ccaa2ae,1000,10000
44e73274-d413-4370-aaab-7c1fcc32dfd6,0,qr,,,,17000,1000,0,0,M136474120160117,f7ecb360-9a1c-45ed-8e27-cfc98123eada,canceled,0,2731,390,,,POINT (102.6349569 17.9583612),XJ5P+83M,ChIJcU80JjJmJDERMIEDZ0j2GHI,"XJ5P+83M, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.616732 17.9555124),ທາດຂາວຮ່ອມ1,ChIJSbn4GQBpJDERIAiuSvpL-ZI,"XJ48+6PM, ວຽງຈັນ, ປະເທດລາວ",51:35.9,51:42.6,51:36.5,,51:42.6,driver,ບໍ່ສາມາດໄປຮັບຜູ້ໂດຍສານໄດ້,,,LAK,5,,bigtuktuk,e29761f7-ba29-433a-aee1-c613ecbcd422,1000,18000
c8d12e0a-b6e9-4554-b377-9c77a509b22e,0,qr,,,,11000,1000,0,0,M172034120176839,9596cd7f-b18c-4fbe-a467-0b403eaf17e2,canceled,0,1763,251,,,POINT (102.6262841567422 17.962081909179688),LA,ChIJ2bSCxsNnJDERgsuNIwsUY9U,"Unit 8 Pangkham Road Sisaketh Village Chanthabouly, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.6178665 17.9625378),ວຽງຈັນເຊັນເຕີ້,ChIJZWIe4oBoJDERKlh8JmCDAy4,"XJ79+249, ຖະໜົນ ຄູວຽງ, ວຽງຈັນ, ປະເທດລາວ",52:07.5,52:20.1,52:10.1,,52:20.1,driver,ຂາດການຕິດຕໍ່ກັບລູກຄ້າ,,,LAK,5,,smalltuktuk,0fda0f2e-6778-4b6a-b7b3-c2f04ccaa2ae,1000,12000
e0bc49c8-6383-47f5-865b-602e709668b7,0,qr,02:46.3,,,19000,1000,0,0,M105754120125736,637895b4-f0ba-4317-859c-05b9d6aaa1f3,completed,19000,3089,441,52:32.9,52:32.9,POINT (102.5930733 17.9737017),XHFV+J76,ChIJxQkWawBpJDERhZpwylrue5k,"XHFV+J76, ວຽງຈັນ, ປະເທດລາວ",02:16.2,POINT (102.60028185322881 17.988702887522003),XHQX+8WC,ChIJm7u1vmpoJDERnuwu7TU0O1M,"XHQX+8WC, ວຽງຈັນ, ປະເທດລາວ",52:25.9,02:50.2,52:31.6,02:50.2,,,,,,LAK,5,,bigtuktuk,236230a7-eb43-4213-a363-06e54c1c53de,1000,20000
8a7c1f42-420e-4849-ab27-b0e5720ca02c,0,qr,51:30.0,,,43000,1000,0,0,M194494120195074,3ad6be2a-5993-4c32-a466-b9afd9b01b78,completed,43000,6469,924,52:53.6,52:53.6,POINT (102.62168554589152 18.046655712282707),2JWF+G3,ChIJU8rDWC1dJDERTnGZyOh9aeE,"2JWF+G3, ວຽງຈັນ, ປະເທດລາວ",50:51.6,POINT (102.65015786513686 18.053912853982524),3M32+H3,GhIJIFVePM0NMkARG2_hL5ypWUA,"3M32+H3 ດອນໜູນ, ປະເທດລາວ",52:41.6,51:36.8,52:46.4,51:36.8,,,,ຜູ້ໂດຍສານຮ້ອງຂໍ,POINT (102.6239565 18.0461166),LAK,5,09:51.8,smalltuktuk,df14e39e-ecae-42c8-94c7-5c4e68f102ea,1000,44000
14fe2ca4-29f9-442e-850e-2fbaf726c9e8,0,qr,,,,17000,1000,0,0,M524804120105693,02155397-1922-410e-b776-ea4ce6452f3e,canceled,0,2731,390,,,POINT (102.6349569 17.9583612),XJ5P+83M,ChIJcU80JjJmJDERMIEDZ0j2GHI,"XJ5P+83M, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.616732 17.9555124),ທາດຂາວຮ່ອມ1,ChIJSbn4GQBpJDERIAiuSvpL-ZI,"XJ48+6PM, ວຽງຈັນ, ປະເທດລາວ",52:52.5,53:03.9,52:54.7,,53:03.9,driver,ຂາດການຕິດຕໍ່ກັບລູກຄ້າ,,,LAK,5,,bigtuktuk,5961e14f-4bbf-4c49-8eea-95a3fef87680,1000,18000
c5a78931-7186-4eb7-9fcb-bf81ac7c7427,0,qr,24:57.7,,,97000,1000,0,0,M210564120136655,7ece09d8-2c58-440b-ad2d-00e96adb2c7e,completed,97000,15687,2241,53:37.7,53:37.7,POINT (102.658612 18.0294355),2MH5+QC,GhIJZte9FYkHMkARMzDysiaqWUA,"2MH5+QC ວຽງຈັນ, ປະເທດລາວ",24:09.2,POINT (102.5523185916245 18.0081122340707),ຄິວລົດສາຍເໜືອ,ChIJue8MXedpJDERVcwDDP18a_s,"ຄິວລົດສາຍເໜືອ, Sithong Rd, Sikeut, ປະເທດລາວ",53:26.9,25:09.2,53:28.5,25:09.2,,,,,,LAK,5,24:14.9,smalltuktuk,fd81913f-32d4-4f21-ada3-ce325a0f3e16,1000,98000
8993fce2-90cb-4d2e-b33b-c8147e23ad97,0,qr,,,,41000,1000,0,0,M219994120103411,073c8b37-2a95-43e8-bd88-e5eab41f6cf1,canceled,0,6067,866,,,POINT (102.55999540910125 17.978989966300443),ນະຄອນຫຼວງວຽງຈັນ,ChIJbSshxCJpJDERzM-7WvgMfgs,"Ban Sikhay Thong Neua Hom 15, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.552012 18.0083209),ຄິວລົດສາຍເຫນືອ /Medo Laos,ChIJ2e8nZgBpJDERrt7auY_ebG0,"2H52+8RC, Sithong Rd, Sikeut, ປະເທດລາວ",53:35.4,55:46.7,53:38.1,,55:46.7,client,ເດີນທາງເອງ,,,LAK,5,,smalltuktuk,12f9bf7d-c1f5-4692-97a6-df081328c829,1000,42000
5ae26c15-f1a4-4987-984a-ce07f8a05816,0,qr,41:20.5,,,73000,1000,0,0,M226534120136313,e686caa6-ea36-48f2-aade-14a384d081e0,completed,73000,11521,1645,07:51.5,07:51.5,POINT (102.6640901170049 17.990871195088634),XMR7+GJ2,ChIJCTrbJ5xnJDERE35HpVZDorc,"XMR7+GJ2, ວຽງຈັນ, ປະເທດລາວ",39:11.8,POINT (102.5795423 17.9875803),ກອງບັນຊາການທີ່ຕັ້ງ,ChIJa7Xxs0toJDERpnZxqYee7lA,"XHQH+2RM, ວຽງຈັນ, ປະເທດລາວ",53:37.6,41:27.7,53:52.1,41:27.7,,,,,,LAK,5,31:16.0,bigtuktuk,d79d2255-38aa-4b06-a6ff-e19a22b3c86d,1000,74000
5eb68104-4ca5-4aa3-930d-ec623f6bfdfb,0,qr,39:01.9,,,70000,1000,0,0,M259904120167149,02155397-1922-410e-b776-ea4ce6452f3e,completed,70000,11019,1574,10:39.0,10:39.0,POINT (102.6024813 17.9647904),XJ73+W2G,ChIJYb1-aYpoJDERj3Wa49UG-IA,"XJ73+W2G, ວຽງຈັນ, ປະເທດລາວ",38:10.5,POINT (102.6582318 18.0305542),ຄິວລົດສາຍໃຕ້ (ນະຄອນຫຼວງວຽງຈັນ,ChIJ8wB1KwBdJDERbfMF46hFhws,ຄິວລົດສາວໃຕ້ ທາງ 450 ປະເທດລາວ,53:43.6,39:50.9,53:44.9,39:50.9,,,,,,LAK,5,26:15.8,bigtuktuk,5961e14f-4bbf-4c49-8eea-95a3fef87680,1000,71000
4d6cf5b6-3d80-41a6-8516-c5550685cb66,0,qr,34:26.6,,,54000,1000,0,0,M216964120189723,fedbeca2-cfa7-41ce-8d99-7fde7081a575,completed,54000,8277,1182,09:36.8,09:36.8,POINT (102.6145136 18.0254306),2JG7+8XF,ChIJRT_Im7FCJDERpeIlomLA24s,"2JG7+8XF, ວຽງຈັນ, ປະເທດລາວ",32:29.2,POINT (102.59591856971383 17.966435519056454),XH8W+J88,ChIJRbbif_VoJDERhHL91lasjLI,"XH8W+J88, Rue Nongdouang, ວຽງຈັນ, ປະເທດລາວ",53:54.7,34:35.6,53:56.6,34:35.6,,,,,,LAK,5,12:46.5,bigtuktuk,29eb7b49-22a1-4c46-bc42-a08800184bc9,1000,55000
cdc3b1fb-ffc8-41c0-b2e8-d9ca7da42907,0,qr,32:15.7,,,118000,1000,0,0,M239464120137145,ef41339f-339c-4cea-8e19-6bcafe152bec,completed,118000,19161,2737,22:22.2,22:22.2,POINT (102.5258335 18.0201468),2GCG+44F,ChIJWaAiYf5BJDERs8dBv1zQZwQ,"2GCG+44F, ວຽງຈັນ, ປະເທດລາວ",16:31.4,POINT (102.64393715187907 17.961184250962503),XJ6V+C84,ChIJA59FejVmJDERuXRqj5XK8l4,"XJ6V+C84, ວຽງຈັນ, ປະເທດລາວ",54:04.6,32:30.3,54:06.3,32:30.3,,,,,,LAK,5,16:47.2,bigtuktuk,16aa11fa-3c5e-4d1e-848b-b7b185611efa,1000,119000
5b63e9cd-969b-4b4b-8c15-cf82d74a77d0,0,qr,,,,17000,1000,0,0,M228164120108646,f7ecb360-9a1c-45ed-8e27-cfc98123eada,canceled,0,2737,391,,,POINT (102.6164317 17.983385),XJM8+9JX,ChIJV6DbU81pJDERytCZFkWI9hI,"XJM8+9JX, ຮ່ອມ 3, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.6143941 17.9652263),ຕະຫຼາດເຊົ້າ,ChIJ-WfBk31oJDERQGQHF3-Dd1U,"XJ87+3QR, ຖະໜົນລ້ານຊ້າງ, ວຽງຈັນ, ປະເທດລາວ",54:10.3,54:18.6,54:12.0,,54:18.6,driver,ບໍ່ສາມາດໄປຮັບຜູ້ໂດຍສານໄດ້,,,LAK,5,,bigtuktuk,e29761f7-ba29-433a-aee1-c613ecbcd422,1000,18000
f38e16a0-54c5-488f-8cbe-2a2414a87049,0,qr,54:26.6,,,134000,1000,0,0,M463344120145377,4d48bc92-26ea-4e45-9462-bc7bd504ae53,completed,134000,21985,3140,55:02.0,55:02.0,POINT (102.5621267 17.99708),XHW6+VVW,ChIJhatQcMZpJDERWqCuw5hNHRU,"XHW6+VVW, ວຽງຈັນ, ປະເທດລາວ",47:02.9,POINT (102.65765162184834 18.11278969909965),4M74+2VQ,ChIJq6rqvnpbJDERixvq1CLa-WU,"4M74+2VQ, 10, ບ້ານ ໂນນສະອາດ, ປະເທດລາວ",54:31.3,12:34.8,54:35.2,12:34.8,,,,,,LAK,5,27:42.8,bigtuktuk,96ca21ed-68a5-4ccb-a201-a110d31c9797,1000,135000
9b6cca9c-66cc-41e0-8176-eb9d0224e67f,0,qr,20:31.9,,,19000,1000,0,0,M259054120195783,072c337d-1fa1-4826-8076-6eae5eb2e919,completed,19000,3018,431,54:46.1,54:46.1,POINT (102.6149196 17.9744692),LA,ChIJk10KMXpoJDEROytjF4Gj5q8,"Unit 358 Sisavath Village Sisavath Road Chanthabouly District Vientiane Laos, ວຽງຈັນ, ປະເທດລາວ",19:52.5,POINT (102.63764234259725 17.97494366588083),XJGQ+22M,ChIJqcSAXs9nJDER6quDkx9cIaU,"XJGQ+22M, ວຽງຈັນ, ປະເທດລາວ",54:33.7,21:53.2,54:42.2,21:53.2,,,,,,LAK,5,22:05.6,bigtuktuk,729724d2-b4a6-46b5-94b6-7e2ab193598e,1000,20000
096caaa8-82ce-4408-a265-8af9056b21d9,0,qr,,,,96000,1000,0,0,M152804120121423,246da02c-7c14-4530-a926-aad7ea7f71ce,canceled,0,15449,2207,,,POINT (102.6265842653811 17.990736746245688),XJRG+7J3,ChIJLynlJ-FnJDERaYkBkYVXZgg,"XJRG+7J3, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.54790971055627 18.028943423421794),2GHX+G9X,ChIJF29LExJCJDERWPsNrdRbWvM,"2GHX+G9X, Sikeut, ປະເທດລາວ",54:42.6,56:57.6,54:44.5,,56:57.6,client,ລໍຖ້າດົນເກີນໄປ,,,LAK,5,,bigtuktuk,c5d93813-5859-47ce-86c6-3822dc96aa4c,1000,97000
d9449d15-56a9-4cd6-be73-339010839a27,0,qr,16:18.1,,,50000,1000,0,0,M566934120184536,c2305567-2164-4695-b78b-016ad8144558,completed,50000,7597,1085,55:10.3,55:10.3,POINT (102.5855865 17.9692308),13,ChIJPyjGl1doJDERNDGURek5Qb4,"Souphanouvong Ave, Vientiane, 老挝",14:26.9,POINT (102.6159186 18.0144912),Chongqing Chinese Spicy BBQ,ChIJnTNLAwBDJDERHVFuGWw_HIc,老挝永珍2J78+PCF,54:51.6,17:16.0,54:53.0,17:16.0,,,,,,LAK,5,48:44.3,bigtuktuk,4f77f4eb-b88b-4873-97aa-4d31e48ce232,1000,51000
ac929fbb-6ae7-4a3b-93ea-d229e909fbcc,0,qr,00:17.2,,,105000,1000,0,0,M231074120174452,35343423-c0ea-4a29-a943-f0d350d6bb2d,completed,105000,17005,2429,57:22.0,57:22.0,POINT (102.6147084 17.9640073),XJ77+HXG,ChIJBUKoMqRpJDER6FKde3igUio,"XJ77+HXG, ຖະໜົນໜອງບອນ, ວຽງຈັນ, ປະເທດລາວ",59:31.4,POINT (102.4688703 17.9784379),Ban Mai,ChIJO5rMpuNqJDER7U0zDVTM9PE,"Ban Mai, ປະເທດລາວ",54:57.4,00:23.5,55:00.3,00:23.5,,,,ຜູ້ໂດຍສານຮ້ອງຂໍ,POINT (102.4762488 17.9836155),LAK,5,58:57.7,bigtuktuk,e9dfe0f3-eada-4c92-97d3-a3dbca1bb8a8,1000,106000
cd6bc12f-7a0f-473d-b9b7-63d15a71d5a8,0,qr,11:02.8,,,29000,1000,0,0,M109754120108167,1ca04a2a-34a6-4e6e-9ae3-5103e51a7351,completed,29000,5132,733,55:04.7,55:04.7,POINT (102.5523433 18.0073083),2H42+RXP,ChIJwVY8gudpJDERn3ZBPh3gblk,"2H42+RXP, ວຽງຈັນ, ປະເທດລາວ",09:09.1,POINT (102.58480986580253 17.9758460477268),XHGM+CX3,ChIJWfGXNEppJDER7LVch-hlVvo,"XHGM+CX3, ວຽງຈັນ, ປະເທດລາວ",55:01.8,11:06.3,55:02.6,11:06.3,,,,,,LAK,5,16:16.4,bigtuktuk,c07327bc-5ed1-4df2-ae61-90368099ef91,1000,30000
95e91790-c219-4dbd-97a2-fa026b786bdd,0,qr,12:20.3,,,24000,1000,0,0,M274884120182999,7f76ed79-07ca-4c6d-9a27-a4fef7294943,completed,24000,4226,603,00:12.6,00:12.6,POINT (102.6379802 17.9910228),XJRQ+C43,ChIJoVtTTF5nJDERyWwh4VWXlpo,"XJRQ+C43, Av. Kaysone Phomvihane, ວຽງຈັນ, ປະເທດລາວ",12:05.2,POINT (102.6143941 17.9652263),ຕະຫຼາດເຊົ້າ,ChIJ-WfBk31oJDERQGQHF3-Dd1U,"XJ87+3QR, ຖະໜົນລ້ານຊ້າງ, ວຽງຈັນ, ປະເທດລາວ",55:12.7,12:27.4,55:17.6,12:27.4,,,,,,LAK,5,06:36.4,smalltuktuk,f4a44e9e-cd47-42d5-bfbc-1ccf68dcb29e,1000,25000
3293b835-51b3-4740-b249-0c672b077563,0,qr,06:09.5,,,19000,1000,0,0,M136374120124307,fef529ba-b0c9-4eb2-a6a9-329fd8660573,completed,19000,3153,450,55:30.0,55:30.0,POINT (102.6305917 18.0378333),2JQJ+6PH,ChIJp2UIazddJDERpO9LHzNdjUA,"2JQJ+6PH, ວຽງຈັນ, ປະເທດລາວ",04:33.5,POINT (102.61018490418792 18.033252411656534),2JM6+59,ChIJCW__mrdCJDERhSwis4_yeHA,"2JM6+59, ວຽງຈັນ, ປະເທດລາວ",55:25.5,06:16.5,55:28.2,06:16.5,,,,,,LAK,5,14:08.7,smalltuktuk,91f97790-b26c-4cd2-8539-7210609b0d68,1000,20000
91bdbf5d-e6f5-425e-ade6-37ca114cb19c,0,qr,,,,17000,1000,0,0,M613414120101316,f7ecb360-9a1c-45ed-8e27-cfc98123eada,canceled,0,2734,390,,,POINT (102.63503 17.9583929),XJ5P+83M,ChIJcU80JjJmJDERMIEDZ0j2GHI,"XJ5P+83M, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.616732 17.9555124),ທາດຂາວຮ່ອມ1,ChIJSbn4GQBpJDERIAiuSvpL-ZI,"XJ48+6PM, ວຽງຈັນ, ປະເທດລາວ",55:48.0,55:54.4,55:49.0,,55:54.4,driver,ບໍ່ສາມາດໄປຮັບຜູ້ໂດຍສານໄດ້,,,LAK,5,,bigtuktuk,e29761f7-ba29-433a-aee1-c613ecbcd422,1000,18000
842a9b9f-80f5-41d9-9a49-f1971c4d38c3,0,qr,38:09.9,,,30000,1000,0,0,M265634120113171,7dfd6d44-ce50-42e9-bf63-0be50f2b17ee,completed,30000,5464,780,56:07.1,56:07.1,POINT (102.5524085 18.0085845),Northern Bus Terminal,ChIJue8MXedpJDERVcwDDP18a_s,"Sithong Rd, Sikeut, ລາວ",33:20.8,POINT (102.57203551009297 18.027880822494964),2HHC+8VQ,ChIJ50jeGmNCJDERfrHQz92vZVc,"2HHC+8VQ, Sikeut, ປະເທດລາວ",56:04.1,38:22.2,56:05.7,38:22.2,,,,,,LAK,5,11:28.2,bigtuktuk,ee7b3f81-7d6f-439f-b396-2a47d96632d8,1000,31000
e883ae0f-65f8-49b3-815b-5adb1aeef467,0,qr,,,,17000,1000,0,0,M998974120109620,f7ecb360-9a1c-45ed-8e27-cfc98123eada,canceled,0,2730,390,,,POINT (102.6163633 17.9833183),XJM8+9JX,ChIJV6DbU81pJDERytCZFkWI9hI,"XJM8+9JX, ຮ່ອມ 3, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.6143941 17.9652263),ຕະຫຼາດເຊົ້າ,ChIJ-WfBk31oJDERQGQHF3-Dd1U,"XJ87+3QR, ຖະໜົນລ້ານຊ້າງ, ວຽງຈັນ, ປະເທດລາວ",56:05.0,56:11.3,56:05.8,,56:11.3,driver,ບໍ່ສາມາດໄປຮັບຜູ້ໂດຍສານໄດ້,,,LAK,5,,bigtuktuk,e29761f7-ba29-433a-aee1-c613ecbcd422,1000,18000
1cabd2fc-d175-4668-a2b5-f7ac5cd63f09,0,qr,13:45.8,,,27000,1000,0,0,M272314120196639,de4e5ae1-77e8-4676-9485-8103619f9699,completed,27000,4864,694,56:33.4,56:33.4,POINT (102.6288071 17.9668509),XJ8H+RFF,ChIJt7T-JzJnJDER8HFMipHvFiE,"XJ8H+RFF, ວຽງຈັນ, ປະເທດລາວ",12:05.7,POINT (102.61893 17.9353676),ວັດນາກ,ChIJ-fqiLqdoJDERES4lP-BS2y8,"ວັດນາກ, ວຽງຈັນ, ປະເທດລາວ",56:22.3,13:47.7,56:24.4,13:47.7,,,,,,LAK,5,59:01.1,bigtuktuk,ab25258d-8e4d-4365-8822-f7747bdd60fa,1000,28000
d8e951a7-cd93-4d57-a0bd-c80d37e452cf,0,qr,,,,14000,1000,0,0,M219954120190978,9596cd7f-b18c-4fbe-a467-0b403eaf17e2,canceled,0,2035,290,,,POINT (102.6262841567422 17.962081909179688),LA,ChIJ2bSCxsNnJDERgsuNIwsUY9U,"Unit 8 Pangkham Road Sisaketh Village Chanthabouly, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.6143941 17.9652263),ຕະຫຼາດເຊົ້າ,ChIJ-WfBk31oJDERQGQHF3-Dd1U,"XJ87+3QR, ຖະໜົນລ້ານຊ້າງ, ວຽງຈັນ, ປະເທດລາວ",56:38.9,56:58.3,56:41.9,,56:58.3,driver,ບໍ່ສາມາດໄປຮັບຜູ້ໂດຍສານໄດ້,,,LAK,5,,smalltuktuk,0fda0f2e-6778-4b6a-b7b3-c2f04ccaa2ae,1000,15000
e406bde3-ead7-46a4-80d5-038b4483238f,0,qr,08:37.3,,,10000,1000,0,0,M389664120184782,873932e1-7818-45f8-9e03-9a3f9e40a23e,completed,10000,1478,211,56:56.4,56:56.4,POINT (102.6254846 18.0449708),2JVG+X5,GhIJY0bTNIMLMkARtEmP8AeoWUA,"2JVG+X5 ວຽງຈັນ, ປະເທດລາວ",05:58.2,POINT (102.62840682640672 18.037094622257868),2JPH+R9,GhIJtNsdCH8JMkARYKUn0TeoWUA,"2JPH+R9 ວຽງຈັນ, ປະເທດລາວ",56:48.9,08:44.2,56:52.3,08:44.2,,,,,,LAK,5,56:26.1,smalltuktuk,8ea2f4ac-9450-457d-ab69-67c3de42c9a5,1000,11000
e3181e94-e247-4047-96f6-26e5bd24bb77,0,qr,,,,17000,1000,0,0,M427684120116266,f7ecb360-9a1c-45ed-8e27-cfc98123eada,canceled,0,2730,390,,,POINT (102.6163633 17.9833183),XJM8+9JX,ChIJV6DbU81pJDERytCZFkWI9hI,"XJM8+9JX, ຮ່ອມ 3, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.6143941 17.9652263),ຕະຫຼາດເຊົ້າ,ChIJ-WfBk31oJDERQGQHF3-Dd1U,"XJ87+3QR, ຖະໜົນລ້ານຊ້າງ, ວຽງຈັນ, ປະເທດລາວ",56:59.3,57:07.0,57:00.0,,57:07.0,driver,ບໍ່ສາມາດໄປຮັບຜູ້ໂດຍສານໄດ້,,,LAK,5,,bigtuktuk,e29761f7-ba29-433a-aee1-c613ecbcd422,1000,18000
b421fb5f-2bc5-426c-9f1d-a9720ad8ae1b,0,qr,34:53.5,,,96000,1000,0,0,M186304120172733,3b71b9fd-4019-45b9-845e-76d9e6baa232,completed,96000,15449,2207,08:36.7,08:36.7,POINT (102.6265842653811 17.990736746245688),XJRG+7J3,ChIJLynlJ-FnJDERaYkBkYVXZgg,"XJRG+7J3, ວຽງຈັນ, ປະເທດລາວ",32:43.7,POINT (102.54790971055627 18.028943423421794),2GHX+G9X,ChIJF29LExJCJDERWPsNrdRbWvM,"2GHX+G9X, Sikeut, ປະເທດລາວ",57:07.5,34:53.7,57:08.9,34:53.7,,,,,,LAK,5,40:42.0,smalltuktuk,7a8475ac-cc6e-4081-82be-ed12eb54a7a4,1000,97000
550fe27c-02f5-4f1c-97f7-2ecb4b905192,0,qr,,,,14000,1000,0,0,M514504120168098,9596cd7f-b18c-4fbe-a467-0b403eaf17e2,canceled,0,2047,292,,,POINT (102.62640212672075 17.962038922140337),LA,ChIJ2bSCxsNnJDERgsuNIwsUY9U,"Unit 8 Pangkham Road Sisaketh Village Chanthabouly, ວຽງຈັນ, ປະເທດລາວ",,POINT (102.6143941 17.9652263),ຕະຫຼາດເຊົ້າ,ChIJ-WfBk31oJDERQGQHF3-Dd1U,"XJ87+3QR, ຖະໜົນລ້ານຊ້າງ, ວຽງຈັນ, ປະເທດລາວ",57:19.8,57:33.7,57:20.5,,57:33.7,client,Hero(ຫຼື ຄົນຂັບ) ຂໍໃຫ້ຍົກເລີກ,,,LAK,5,,smalltuktuk,0fda0f2e-6778-4b6a-b7b3-c2f04ccaa2ae,1000,15000
4b44d9b5-04d1-431d-8503-8fbed64c2323,0,qr,31:36.4,,,101000,0,0,0,M158044120198018,85a54176-85bc-4d63-ba91-1a904985a035,completed,101000,9141,914,04:35.1,04:35.1,POINT (102.6298327 18.0155623),2J8H+5W2,ChIJgcpT3FZdJDERp91l55-4qQA,老挝永珍2J8H+5W2,29:10.3,POINT (102.5797812 17.9759612),金萨旺茶业 jin sa wang,ChIJ8Z-34_FpJDERyTaFg_ezHzw,"XHGH+9XV, Asean Road, Vientiane, 老挝",57:26.7,32:33.5,57:28.4,32:33.5,,,,,,LAK,5,36:39.1,evcar,79c7867e-a152-47ab-8bff-23497a9054e3,0,101000
a573d008-925b-40e3-a65a-34cb4f22629b,0,qr,,,,18000,1000,0,0,M580474120181065,83797f25-d5b1-4ee2-8e31-3f30e89cfd1c,canceled,0,2813,401,,,POINT (102.630771 17.9524062),XJ2J+V7G,ChIJqXvfoVtnJDERB9la-n9OZoc,"Sapanthong Road, Sapanthongnue Village, Sisathanak District, XJ2J+V7G, ວຽງຈັນ, Laos",,POINT (102.6143941 17.9652263),Talat Sao Morning Market,ChIJ-WfBk31oJDERQGQHF3-Dd1U,"XJ87+3QR, Ave Lane Xang, Vientiane, Laos",57:27.0,57:35.0,57:28.4,,57:35.0,driver,ບໍ່ສາມາດໄປຮັບຜູ້ໂດຍສານໄດ້,,,LAK,5,,smalltuktuk,280d0419-5d74-40eb-a8fe-014c46538438,1000,19000
8289faf4-d22a-42b0-96b8-68283488f76c,0,qr,15:10.3,,,18000,1000,0,0,M114524120118893,75b1b7ee-b08f-439b-afd2-c99abf8d4c37,completed,18000,2813,401,01:53.8,01:53.8,POINT (102.630771 17.9524062),XJ2J+V7G,ChIJqXvfoVtnJDERB9la-n9OZoc,"Sapanthong Road, Sapanthongnue Village, Sisathanak District, XJ2J+V7G, ວຽງຈັນ, Laos",13:49.4,POINT (102.6143941 17.9652263),Talat Sao Morning Market,ChIJ-WfBk31oJDERQGQHF3-Dd1U,"XJ87+3QR, Ave Lane Xang, Vientiane, Laos",57:50.8,15:12.4,57:52.7,15:12.4,,,,,,LAK,5,36:11.9,smalltuktuk,b3c455d1-4545-4336-af29-919b1c164f03,1000,19000
